Name,A,B,CDHSi,Conv_i,G,D,CDHSs,Conv_s,CDHS,Cls
K2-6 b,0.8,0.1,2.1974,50,0.1,0.8,1.1964,49,2.1874,non-habitable
K2-8 c,0.8,0.1,2.1211,53,0.1,0.8,1.5098,50,2.115,non-habitable
K2-9 b,0.8,0.1,1.9883,49,0.1,0.8,0.6889,50,1.9753,thermoplanet
K2-10 b,0.8,0.1,2.7264,50,0.1,0.8,1.2789,51,2.7119,non-habitable
K2-12 b,0.8,0.1,2.0542,51,0.1,0.8,1.6489,49,2.0501,non-habitable
K2-13 b,0.8,0.1,1.6975,50,0.1,0.7,0.9322,49,1.6898,non-habitable
K2-15 b,0.8,0.1,2.1808,50,0.1,0.8,1.2522,49,2.1715,non-habitable
K2-16 b,0.8,0.1,1.8017,49,0.1,0.8,1.2598,49,1.7963,non-habitable
K2-17 b,0.8,0.1,1.9728,49,0.1,0.8,0.9682,51,1.9628,non-habitable
K2-18 b,0.8,0.1,1.9799,49,0.1,0.7,0.6414,49,1.9665,mesoplanet
K2-19 d,0.8,0.1,1.1001,49,0.1,0.8,1.8311,51,1.1074,non-habitable
K2-21 b,0.7,0.1,1.3929,50,0.1,0.8,1.0033,49,1.389,non-habitable
K2-21 c,0.8,0.1,1.7218,49,0.1,0.8,0.9144,50,1.7137,non-habitable
K2-22 b,0.2,0.7,12.5247,51,0.1,0.8,2.6559,49,12.426,non-habitable
K2-28 b,0.8,0.1,2.0458,51,0.1,0.8,1.0894,52,2.0362,non-habitable
K2-33 b,0.1,0.8,6.9326,49,0.1,0.8,1.6722,49,6.88,non-habitable
K2-35 b,0.8,0.1,1.3076,49,0.1,0.8,1.6108,49,1.3106,non-habitable
K2-35 c,0.8,0.1,1.8584,49,0.1,0.8,1.3812,50,1.8536,non-habitable
K2-36 b,0.8,0.1,1.2449,49,0.1,0.8,1.9082,49,1.2515,non-habitable
K2-37 b,0.6,0.3,1.3618,49,0.1,0.8,1.6358,49,1.3645,non-habitable
K2-38 b,0.2,0.7,2.4749,52,0.1,0.8,2.0126,50,2.4703,non-habitable
K2-38 c,0.8,0.1,1.9569,49,0.1,0.8,1.5149,50,1.9525,non-habitable
K2-42 b,0.6,0.3,1.7473,51,0.1,0.8,1.2704,49,1.7425,non-habitable
K2-46 b,0.8,0.1,1.8258,49,0.1,0.8,1.5229,49,1.8228,non-habitable
K2-47 b,0.7,0.2,1.6248,49,0.1,0.8,0.9569,49,1.6181,non-habitable
K2-48 b,0.8,0.1,1.9799,49,0.1,0.8,1.0538,49,1.9706,non-habitable
K2-49 b,0.8,0.1,1.729,49,0.1,0.8,1.3134,49,1.7248,non-habitable
K2-50 b,0.8,0.1,1.459,49,0.1,0.6,0.902,49,1.4534,non-habitable
K2-53 b,0.7,0.2,2.1167,52,0.1,0.8,1.3547,50,2.1091,non-habitable
K2-54 b,0.7,0.2,1.0822,51,0.1,0.8,0.7948,53,1.0793,non-habitable
K2-57 b,0.8,0.1,1.8669,50,0.1,0.7,1.0492,49,1.8587,non-habitable
K2-58 c,0.8,0.1,1.4824,49,0.1,0.8,1.9036,50,1.4866,non-habitable
K2-58 d,0.8,0.1,1.5549,50,0.1,0.8,1.0981,49,1.5503,non-habitable
K2-59 b,0.8,0.1,2.1211,50,0.1,0.8,1.0918,49,2.1108,non-habitable
K2-59 c,0.7,0.2,1.948,50,0.1,0.8,1.2543,49,1.9411,non-habitable
K2-61 b,0.8,0.1,2.1808,52,0.1,0.7,2.1977,49,2.181,non-habitable
K2-62 b,0.7,0.1,1.759,51,0.1,0.8,1.3752,50,1.7552,non-habitable
K2-62 c,0.8,0.1,1.8981,50,0.1,0.8,1.1038,49,1.8902,non-habitable
K2-64 b,0.8,0.1,1.8415,49,0.1,0.7,1.3213,49,1.8363,non-habitable
K2-65 b,0.7,0.1,1.3868,50,0.1,0.8,1.2157,50,1.3851,non-habitable
K2-66 b,0.8,0.1,2.1891,49,0.1,0.8,2.3212,49,2.1904,non-habitable
K2-68 b,0.8,0.1,1.4517,49,0.1,0.8,1.1977,50,1.4492,non-habitable
K2-69 b,0.8,0.1,2.0458,49,0.1,0.6,0.9525,51,2.0349,non-habitable
K2-71 b,0.7,0.2,1.8252,52,0.1,0.8,1.0251,50,1.8172,non-habitable
K2-72 b,0.8,0.1,1.221,49,0.1,0.6,0.8026,49,1.2168,non-habitable
K2-72 c,0.8,0.1,1.3563,51,0.1,0.8,0.7145,49,1.3499,non-habitable
K2-72 d,0.8,0.1,1.1881,49,0.1,0.8,0.82,50,1.1844,non-habitable
K2-72 e,0.8,0.1,1.3076,49,0.1,0.8,0.6361,49,1.3009,mesoplanet
K2-73 b,0.8,0.1,2.1558,52,0.1,0.8,1.7566,50,2.1518,non-habitable
K2-74 b,0.8,0.1,2.0387,50,0.1,0.7,1.2373,50,2.0307,non-habitable
K2-77 b,0.8,0.1,2.1724,49,0.1,0.7,1.329,50,2.164,non-habitable
K2-78 b,0.8,0.1,1.3238,49,0.1,0.8,2.0196,49,1.3308,non-habitable
K2-80 b,0.8,0.1,1.7931,49,0.1,0.8,1.1888,50,1.7871,non-habitable
K2-80 c,0.8,0.1,1.3637,51,0.1,0.8,1.542,51,1.3655,non-habitable
K2-81 b,0.8,0.1,1.6415,51,0.1,0.8,1.2397,50,1.6375,non-habitable
K2-83 b,0.7,0.2,1.1482,49,0.1,0.8,1.1502,49,1.1482,non-habitable
K2-83 c,0.7,0.2,1.3236,49,0.1,0.8,0.8563,53,1.3189,non-habitable
K2-84 b,0.6,0.3,1.9591,50,0.1,0.8,1.6933,49,1.9564,non-habitable
K2-84 c,0.8,0.1,1.8102,50,0.1,0.7,1.0526,51,1.8026,non-habitable
K2-85 b,0.8,0.1,0.9941,50,0.1,0.6,1.347,50,0.9976,non-habitable
K2-86 b,0.8,0.1,1.7532,50,0.1,0.8,1.3964,49,1.7496,non-habitable
K2-88 b,0.8,0.1,1.1728,49,0.1,0.7,0.8067,49,1.1691,non-habitable
K2-89 b,0.1,0.1,0.9284,53,0.1,0.8,1.1931,49,0.931,non-habitable
K2-90 b,0.7,0.2,1.7386,53,0.1,0.8,0.9066,49,1.7303,non-habitable
K2-90 c,0.7,0.1,0.9999,49,0.1,0.8,1.1989,51,1.0019,non-habitable
K2-91 b,0.8,0.1,1.0679,49,0.1,0.8,1.1519,49,1.0687,non-habitable
K2-95 b,0.2,0.7,6.7461,52,0.1,0.8,1.0595,51,6.6892,non-habitable
K2-105 b,0.8,0.1,2.657,51,0.1,0.8,1.5298,49,2.6457,non-habitable
Kapteyn b,0.7,0.2,1.4384,50,0.1,0.1,0.5896,50,1.4299,psychroplanet
Kapteyn c,0.8,0.1,1.6343,49,0.1,0.2,0.5611,49,1.6236,non-habitable
Kepler-4 b,0.8,0.1,2.7729,49,0.1,0.8,2.3583,49,2.7688,non-habitable
Kepler-9 d,0.7,0.1,1.5584,49,0.1,0.7,2.0138,49,1.563,non-habitable
Kepler-10 b,0.8,0.1,1.3676,51,0.1,0.8,2.8303,49,1.3822,non-habitable
Kepler-10 c,0.8,0.1,2.0471,49,0.1,0.7,1.0269,50,2.0369,non-habitable
Kepler-11 b,0.8,0.1,1.4324,49,0.1,0.8,1.4201,49,1.4323,non-habitable
Kepler-18 b,0.8,0.1,1.715,49,0.1,0.7,1.6613,51,1.7145,non-habitable
Kepler-19 b,0.8,0.1,1.9644,50,0.1,0.7,1.3026,51,1.9578,non-habitable
Kepler-20 b,0.7,0.2,1.6785,49,0.1,0.6,1.4025,49,1.6757,non-habitable
Kepler-20 c,0.8,0.1,2.2471,49,0.1,0.8,1.3816,52,2.2384,non-habitable
Kepler-20 e,0.1,0.1,0.9668,50,0.1,0.8,1.4486,50,0.9716,non-habitable
Kepler-20 f,0.6,0.1,0.9862,49,0.1,0.7,1.0066,49,0.9864,non-habitable
Kepler-21 b,0.8,0.1,1.4984,49,0.1,0.8,2.6233,49,1.5096,non-habitable
Kepler-22 b,0.8,0.1,2.0723,49,0.1,0.8,0.6708,49,2.0583,mesoplanet
Kepler-23 b,0.8,0.1,1.539,49,0.1,0.8,1.8654,49,1.5423,non-habitable
Kepler-23 d,0.8,0.1,1.9872,49,0.1,0.7,1.4368,50,1.9817,non-habitable
Kepler-24 b,0.8,0.1,2.0723,49,0.1,0.8,1.6897,52,2.0685,non-habitable
Kepler-26 e,0.8,0.1,2.1211,49,0.1,0.8,0.7833,49,2.1077,non-habitable
Kepler-33 b,0.8,0.1,1.6185,49,0.1,0.7,1.828,49,1.6206,non-habitable
Kepler-36 b,0.8,0.1,1.4132,49,0.1,0.8,1.6615,49,1.4157,non-habitable
Kepler-37 b,0.1,0.1,0.8635,53,0.1,0.8,0.9885,51,0.8648,non-habitable
Kepler-37 c,0.1,0.2,0.9315,49,0.1,0.8,0.9748,49,0.9319,non-habitable
Kepler-37 d,0.8,0.1,1.7375,49,0.1,0.8,0.9603,50,1.7297,non-habitable
Kepler-38(AB) b,0.8,0.1,3.3769,50,0.1,0.8,1.1077,50,3.3542,non-habitable
Kepler-42 b,0.1,0.1,0.9551,49,0.1,0.8,0.9165,50,0.9547,non-habitable
Kepler-42 c,0.1,0.1,0.9476,51,0.1,0.8,1.167,49,0.9498,non-habitable
Kepler-42 d,0.1,0.1,0.921,49,0.1,0.8,0.7892,49,0.9197,non-habitable
Kepler-48 b,0.8,0.1,1.6903,49,0.1,0.8,1.6275,49,1.6897,non-habitable
Kepler-48 c,0.8,0.1,2.1513,50,0.1,0.8,1.3768,51,2.1436,non-habitable
Kepler-48 d,0.8,0.1,1.758,53,0.1,0.8,0.9343,49,1.7498,non-habitable
Kepler-49 d,0.8,0.1,1.4677,50,0.1,0.8,1.3048,49,1.4661,non-habitable
Kepler-49 e,0.8,0.1,1.4356,50,0.1,0.8,0.7965,49,1.4292,non-habitable
Kepler-50 b,0.3,0.6,2.3776,49,0.1,0.7,1.8137,49,2.372,non-habitable
Kepler-50 c,0.7,0.2,2.2557,51,0.1,0.8,1.9895,49,2.253,non-habitable
Kepler-52 b,0.8,0.1,1.891,49,0.1,0.8,1.0625,49,1.8827,non-habitable
Kepler-52 c,0.8,0.1,1.6185,50,0.1,0.8,0.862,49,1.6109,non-habitable
Kepler-52 d,0.8,0.1,1.7461,50,0.1,0.8,0.7143,51,1.7358,non-habitable
Kepler-53 d,0.7,0.2,1.8021,49,0.1,0.7,1.3304,49,1.7974,non-habitable
Kepler-54 b,0.8,0.1,1.891,50,0.1,0.8,0.9799,49,1.8819,non-habitable
Kepler-54 c,0.8,0.1,1.1728,50,0.1,0.7,0.7757,53,1.1688,non-habitable
Kepler-54 d,0.8,0.1,1.4034,49,0.1,0.7,0.7008,50,1.3964,non-habitable
Kepler-55 b,0.8,0.1,2.1641,50,0.1,0.8,0.8684,50,2.1511,non-habitable
Kepler-55 c,0.8,0.1,1.9799,51,0.1,0.8,0.7721,50,1.9678,non-habitable
Kepler-55 d,0.7,0.2,1.4023,49,0.1,0.7,1.3257,50,1.4015,non-habitable
Kepler-55 e,0.8,0.1,1.4269,50,0.1,0.8,1.2218,49,1.4248,non-habitable
Kepler-55 f,0.8,0.1,1.459,53,0.1,0.8,1.0089,53,1.4545,non-habitable
Kepler-57 b,0.7,0.2,1.8969,49,0.1,0.7,1.3338,49,1.8913,non-habitable
Kepler-57 c,0.1,0.8,168.3537,49,0.1,0.8,1.7079,50,166.6872,non-habitable
Kepler-58 b,0.2,0.7,10.049,49,0.1,0.7,1.6754,51,9.9653,non-habitable
Kepler-58 c,0.1,0.8,16.0912,52,0.1,0.8,1.7427,49,15.9477,non-habitable
Kepler-59 b,0.1,0.8,143.997,49,0.1,0.7,1.7301,51,142.5743,non-habitable
Kepler-59 c,0.1,0.8,25.7634,51,0.1,0.8,1.6497,49,25.5223,non-habitable
Kepler-60 b,0.8,0.1,1.5077,49,0.1,0.8,1.8661,49,1.5113,non-habitable
Kepler-60 c,0.8,0.1,1.577,50,0.1,0.8,1.7426,51,1.5787,non-habitable
Kepler-60 d,0.7,0.1,1.5192,50,0.1,0.8,1.6212,49,1.5202,non-habitable
Kepler-61 b,0.8,0.1,1.9066,49,0.1,0.8,0.6677,51,1.8942,mesoplanet
Kepler-62 b,0.8,0.1,1.2361,49,0.1,0.8,1.2679,49,1.2364,non-habitable
Kepler-62 c,0.1,0.3,0.8659,49,0.1,0.7,0.862,49,0.8659,non-habitable
Kepler-62 d,0.8,0.1,1.7461,49,0.1,0.7,0.9484,51,1.7381,non-habitable
Kepler-62 e,0.8,0.1,1.475,49,0.1,0.7,0.6174,49,1.4664,mesoplanet
Kepler-62 f,0.8,0.1,1.3164,49,0.1,0.1,0.5768,49,1.309,psychroplanet
Kepler-65 b,0.8,0.1,1.3164,52,0.1,0.8,2.511,50,1.3283,non-habitable
Kepler-65 c,0.7,0.2,2.119,51,0.1,0.8,2.1196,51,2.119,non-habitable
Kepler-65 d,0.8,0.1,1.396,49,0.1,0.8,1.801,53,1.4,non-habitable
Kepler-68 b,0.8,0.1,1.8193,49,0.1,0.8,1.8459,52,1.8196,non-habitable
Kepler-68 c,0.1,0.1,0.9768,49,0.1,0.8,1.4715,49,0.9817,non-habitable
Kepler-69 b,0.8,0.1,1.9714,49,0.1,0.8,1.4589,49,1.9663,non-habitable
Kepler-69 c,0.7,0.1,1.4737,49,0.1,0.8,0.6902,50,1.4659,non-habitable
Kepler-70  b,0.1,0.8,0.9807,49,0.1,0.8,7.2065,49,1.043,non-habitable
Kepler-70 c,0.1,0.1,0.9862,49,0.1,0.8,6.6494,51,1.0428,non-habitable
Kepler-78 b,0.8,0.1,1.1487,50,0.1,0.8,2.6757,49,1.164,non-habitable
Kepler-80 b,0.8,0.1,1.859,53,0.1,0.7,1.0974,50,1.8514,non-habitable
Kepler-80 c,0.8,0.1,1.9427,50,0.1,0.8,1.1013,49,1.9343,non-habitable
Kepler-80 d,0.1,0.8,2.125,50,0.1,0.8,1.5216,49,2.119,non-habitable
Kepler-80 e,0.8,0.1,1.4109,50,0.1,0.7,1.2007,50,1.4088,non-habitable
Kepler-80 f,0.8,0.1,1.1728,49,0.1,0.8,1.9013,49,1.1801,non-habitable
Kepler-81 c,0.8,0.1,2.1558,51,0.1,0.8,1.0581,49,2.1448,non-habitable
Kepler-81 d,0.8,0.1,1.1563,50,0.1,0.8,0.8199,50,1.1529,non-habitable
Kepler-82 d,0.7,0.1,1.5137,49,0.1,0.7,1.7715,49,1.5163,non-habitable
Kepler-82 e,0.8,0.1,2.1641,52,0.1,0.8,1.7261,50,2.1597,non-habitable
Kepler-83 b,0.8,0.1,2.0626,50,0.1,0.8,1.0312,49,2.0523,non-habitable
Kepler-83 c,0.8,0.1,1.7375,52,0.1,0.8,0.836,50,1.7285,non-habitable
Kepler-83 d,0.7,0.2,1.6628,51,0.1,0.8,1.1636,50,1.6578,non-habitable
Kepler-84 b,0.8,0.1,1.9475,49,0.1,0.8,1.6705,53,1.9447,non-habitable
Kepler-84 c,0.7,0.2,2.0301,49,0.1,0.7,1.3763,49,2.0236,non-habitable
Kepler-84 d,0.8,0.1,1.2926,49,0.1,0.8,1.8607,50,1.2983,non-habitable
Kepler-84 f,0.8,0.1,1.9475,49,0.1,0.6,0.958,49,1.9376,non-habitable
Kepler-85 b,0.8,0.1,1.8461,52,0.1,0.8,1.5098,50,1.8427,non-habitable
Kepler-85 c,0.8,0.1,1.9944,49,0.1,0.7,1.2462,50,1.9869,non-habitable
Kepler-85 d,0.8,0.1,1.1487,49,0.1,0.8,1.1319,49,1.1485,non-habitable
Kepler-85 e,0.7,0.1,1.1761,49,0.1,0.8,1.0476,49,1.1748,non-habitable
Kepler-89 b,0.1,0.8,1.9029,51,0.1,0.8,2.4488,49,1.9084,non-habitable
Kepler-90 b,0.6,0.1,1.1711,49,0.1,0.8,1.6888,51,1.1763,non-habitable
Kepler-90 c,0.8,0.1,1.1398,49,0.1,0.8,1.5514,50,1.1439,non-habitable
Kepler-92 b,0.7,0.1,2.5269,49,0.1,0.8,1.8115,49,2.5197,non-habitable
Kepler-92 c,0.8,0.1,1.864,49,0.1,0.8,1.371,50,1.8591,non-habitable
Kepler-92 d,0.8,0.1,1.8415,50,0.1,0.8,1.2393,49,1.8355,non-habitable
Kepler-93 b,0.8,0.1,1.397,49,0.1,0.8,1.719,49,1.4002,non-habitable
Kepler-95 b,0.8,0.1,2.3937,50,0.1,0.6,1.2595,49,2.3824,non-habitable
Kepler-96 b,0.8,0.1,2.0255,51,0.1,0.8,1.3011,49,2.0183,non-habitable
Kepler-100 b,0.1,0.8,2.6746,49,0.1,0.8,1.9552,49,2.6674,non-habitable
Kepler-100 d,0.8,0.1,1.3697,49,0.1,0.8,1.2069,49,1.3681,non-habitable
Kepler-101 c,0.8,0.1,1.2524,49,0.1,0.8,1.8926,49,1.2588,non-habitable
Kepler-102 b,0.1,0.8,2.7941,49,0.1,0.8,1.3082,51,2.7792,non-habitable
Kepler-102 c,0.1,0.8,8.0389,50,0.1,0.8,1.3419,49,7.9719,non-habitable
Kepler-102 d,0.2,0.7,1.4626,49,0.1,0.7,1.0665,50,1.4586,non-habitable
Kepler-102 e,0.8,0.1,1.8555,49,0.1,0.7,0.9971,49,1.8469,non-habitable
Kepler-102 f,0.1,0.2,0.971,49,0.1,0.8,0.8499,49,0.9698,non-habitable
Kepler-105 c,0.2,0.7,1.7026,53,0.1,0.8,1.7404,50,1.703,non-habitable
Kepler-106 b,0.1,0.1,0.86,49,0.1,0.7,1.2876,49,0.8643,non-habitable
Kepler-106 c,0.7,0.1,1.8246,50,0.1,0.8,1.424,49,1.8206,non-habitable
Kepler-106 d,0.1,0.8,5.8773,49,0.1,0.8,1.2923,49,5.8314,non-habitable
Kepler-106 e,0.7,0.1,1.8501,49,0.1,0.8,1.065,50,1.8422,non-habitable
Kepler-107 b,0.8,0.1,1.4517,49,0.1,0.8,2.2327,49,1.4595,non-habitable
