Name,A,B,CDHSi,Conv_i,G,D,CDHSs,Conv_s,CDHS,Cls
GJ 536 b,0.9,0.1,1.6219,49,0.1,0.9,0.9642,49,1.6153,non-habitable
GJ 581 c,0.9,0.1,1.6219,49,0.1,0.9,0.725,49,1.6129,non-habitable
GJ 581 e,0.9,0.1,1.2337,49,0.1,0.9,1.0182,49,1.2315,non-habitable
GJ 649 c,0.9,0.1,1.8753,50,0.1,0.9,1.1383,50,1.8679,non-habitable
GJ 667 C b,0.9,0.1,1.6391,50,0.1,0.9,0.8626,49,1.6313,non-habitable
GJ 667 C c,0.9,0.1,1.4821,49,0.1,0.9,0.5908,49,1.4732,mesoplanet
GJ 667 C d,0.9,0.1,1.6017,49,0.3,0.7,0.1719,49,1.5874,non-habitable
GJ 667 C e,0.9,0.1,1.3523,49,0.1,0.9,0.4737,51,1.3435,psychroplanet
GJ 667 C f,0.9,0.1,1.3523,50,0.1,0.9,0.533,51,1.3441,psychroplanet
GJ 667 C g,0.9,0.1,1.5556,50,0.1,0.9,0.3495,49,1.5435,non-habitable
GJ 676 A d,0.9,0.1,1.5383,49,0.1,0.9,1.3916,49,1.5368,non-habitable
GJ 682 b,0.9,0.1,1.5383,49,0.1,0.9,0.6828,49,1.5297,non-habitable
GJ 682 c,0.9,0.1,1.8379,50,0.1,0.9,0.5237,51,1.8248,psychroplanet
GJ 832 c,0.9,0.1,1.6219,49,0.1,0.9,0.6162,49,1.6118,mesoplanet
GJ 876 d,0.9,0.1,1.7342,49,0.1,0.9,1.2764,49,1.7296,non-habitable
GJ 1132 b,0.9,0.1,1.1407,49,0.1,0.9,1.059,49,1.1399,non-habitable
GJ 1214 b,0.9,0.1,2.1727,49,0.1,0.9,1.0745,49,2.1617,non-habitable
GJ 3138 b,0.9,0.1,1.5196,49,0.1,0.9,1.0241,49,1.5146,non-habitable
GJ 3138 c,0.9,0.1,1.2061,50,0.1,0.9,1.5474,50,1.2095,non-habitable
GJ 3293 d,0.9,0.1,1.7716,49,0.1,0.9,0.563,50,1.7595,psychroplanet
GJ 3293 e,0.9,0.1,1.4172,49,0.1,0.9,0.753,50,1.4106,non-habitable
GJ 3323 b,0.8,0.2,1.2059,49,0.1,0.9,0.6043,49,1.1999,mesoplanet
GJ 3323 c,0.9,0.1,1.2974,49,0.1,0.9,0.3677,49,1.2881,non-habitable
GJ 3341 b,0.9,0.1,1.7054,50,0.1,0.9,0.8013,49,1.6964,non-habitable
GJ 3634 b,0.9,0.1,1.8091,49,0.1,0.9,1.1995,49,1.803,non-habitable
GJ 3998 b,0.9,0.1,1.3162,49,0.1,0.9,1.3216,49,1.3163,non-habitable
GJ 3998 c,0.9,0.1,1.6867,49,0.1,0.9,0.8631,49,1.6785,non-habitable
HD 1461 b,0.9,0.1,1.6968,50,0.1,0.9,2.0211,50,1.7,non-habitable
HD 1461 c,0.9,0.1,1.6391,50,0.1,0.9,1.5746,49,1.6385,non-habitable
HD 3167 b,0.9,0.1,1.5283,49,0.1,0.9,2.8161,49,1.5412,non-habitable
HD 7924 c,0.9,0.1,1.7903,49,0.1,0.9,1.2546,49,1.7849,non-habitable
HD 7924 d,0.9,0.1,1.6968,53,0.2,0.8,0.6181,49,1.686,non-habitable
HD 20794 b,0.9,0.1,1.3523,49,0.1,0.9,1.3034,49,1.3518,non-habitable
HD 20794 c,0.9,0.1,1.3074,49,0.1,0.9,1.0404,49,1.3047,non-habitable
HD 20794 d,0.9,0.1,1.5744,49,0.1,0.9,0.8578,52,1.5672,non-habitable
HD 39194 b,0.9,0.1,1.4721,50,0.1,0.9,1.6898,49,1.4743,non-habitable
HD 39194 c,0.9,0.1,1.668,49,0.1,0.9,1.3309,49,1.6646,non-habitable
HD 39194 d,0.9,0.1,1.6032,49,0.1,0.9,1.032,49,1.5975,non-habitable
HD 40307 b,0.9,0.1,1.4821,49,0.1,0.9,1.5744,49,1.483,non-habitable
HD 40307 c,0.9,0.1,1.6968,49,0.1,0.9,1.2839,49,1.6927,non-habitable
HD 40307 d,0.9,0.1,1.8379,49,0.1,0.9,1.0559,49,1.8301,non-habitable
HD 40307 e,0.9,0.1,1.4447,50,0.1,0.9,0.879,49,1.439,non-habitable
HD 40307 f,0.9,0.1,1.4634,49,0.1,0.9,0.7879,49,1.4566,non-habitable
HD 40307 g,0.9,0.1,1.7428,49,0.1,0.9,0.5745,49,1.7311,psychroplanet
HD 85512 b,0.9,0.1,1.4447,49,0.1,0.9,0.682,49,1.4371,non-habitable
HD 93385 b,0.9,0.1,1.8177,49,0.1,0.9,1.6975,50,1.8165,non-habitable
HD 96700 b,0.9,0.1,1.848,50,0.2,0.8,1.0545,50,1.8401,non-habitable
HD 97658 b,0.9,0.1,1.9933,49,0.1,0.9,1.3914,50,1.9873,non-habitable
HD 106315 b,0.9,0.1,1.9916,49,0.1,0.9,1.92,49,1.9909,non-habitable
HD 134606 b,0.9,0.1,1.8667,49,0.1,0.9,1.6451,49,1.8645,non-habitable
HD 136352 b,0.9,0.1,1.6118,50,0.1,0.9,1.6487,49,1.6122,non-habitable
HD 136352 d,0.8,0.2,1.7942,49,0.1,0.9,0.9033,49,1.7853,non-habitable
HD 154088 b,0.9,0.1,1.678,49,0.1,0.9,1.3197,49,1.6744,non-habitable
HD 156668 b,0.9,0.1,1.5182,49,0.1,0.9,1.5819,49,1.5188,non-habitable
HD 175607 b,0.9,0.1,1.848,50,0.1,0.9,1.0748,49,1.8403,non-habitable
HD 181433 b,0.9,0.1,1.7716,50,0.1,0.9,1.3612,49,1.7675,non-habitable
HD 215152 b,0.9,0.1,1.3624,49,0.1,0.9,1.3775,49,1.3626,non-habitable
HD 215152 c,0.9,0.1,1.3985,51,0.1,0.9,1.2335,50,1.3969,non-habitable
HD 215497 b,0.9,0.1,1.6953,51,0.1,0.9,1.9004,53,1.6974,non-habitable
HD 219134 b,0.9,0.1,1.5139,49,0.1,0.9,1.7698,49,1.5165,non-habitable
HD 219134 c,0.9,0.1,1.4447,49,0.1,0.9,1.4138,50,1.4444,non-habitable
HD 219134 e,0.9,0.1,1.4721,49,0.2,0.8,0.2126,53,1.4595,non-habitable
HIP 68468 b,0.9,0.1,1.4447,49,0.1,0.9,2.7306,49,1.4576,non-habitable
HIP 116454 b,0.9,0.1,2.2343,50,0.1,0.9,1.2721,49,2.2247,non-habitable
K2-3 b,0.9,0.1,2.0885,49,0.1,0.9,1.0406,49,2.078,non-habitable
K2-3 c,0.9,0.1,1.7716,49,0.1,0.9,0.7917,49,1.7618,non-habitable
K2-3 d,0.1,0.9,2.8886,49,0.1,0.9,0.7066,50,2.8668,non-habitable
K2-4 b,0.9,0.1,2.2758,49,0.1,0.9,1.158,49,2.2646,non-habitable
K2-5 b,0.9,0.1,1.8278,49,0.1,0.9,1.2047,49,1.8216,non-habitable
K2-5 c,0.9,0.1,2.1663,49,0.1,0.9,1.0417,49,2.1551,non-habitable
K2-6 b,0.8,0.2,2.3198,50,0.1,0.9,1.2939,49,2.3095,non-habitable
K2-8 c,0.9,0.1,2.3162,50,0.1,0.9,1.6824,49,2.3099,non-habitable
K2-9 b,0.9,0.1,2.1562,49,0.1,0.9,0.697,49,2.1416,thermoplanet
K2-10 b,0.9,0.1,3.119,49,0.1,0.9,1.3984,49,3.1018,non-habitable
K2-12 b,0.9,0.1,2.2355,49,0.1,0.9,1.8591,49,2.2317,non-habitable
K2-13 b,0.9,0.1,1.8091,49,0.2,0.8,0.6051,53,1.7971,non-habitable
K2-15 b,0.9,0.1,2.3881,49,0.1,0.9,1.3622,49,2.3778,non-habitable
K2-16 b,0.9,0.1,1.9329,49,0.1,0.9,1.3774,49,1.9273,non-habitable
K2-17 b,0.9,0.1,2.1375,49,0.1,0.9,1.0223,49,2.1263,non-habitable
K2-18 b,0.9,0.1,2.1461,49,0.1,0.9,0.6455,49,2.1311,mesoplanet
K2-19 d,0.9,0.1,1.1146,49,0.1,0.9,2.1176,49,1.1246,non-habitable
K2-21 b,0.9,0.1,1.5283,53,0.1,0.9,1.0706,49,1.5237,non-habitable
K2-21 c,0.9,0.1,1.8379,49,0.1,0.9,0.9614,49,1.8291,non-habitable
K2-22 b,0.1,0.9,22.3296,52,0.2,0.8,1.9534,49,22.1258,non-habitable
K2-28 b,0.9,0.1,2.2254,50,0.1,0.9,1.1664,49,2.2148,non-habitable
K2-33 b,0.1,0.9,8.6542,49,0.1,0.9,1.8498,52,8.5862,non-habitable
K2-35 b,0.9,0.1,1.3523,50,0.1,0.9,1.8274,49,1.3571,non-habitable
K2-35 c,0.9,0.1,2.0006,49,0.1,0.9,1.5266,49,1.9959,non-habitable
K2-36 b,0.9,0.1,1.28,49,0.1,0.9,2.2132,49,1.2893,non-habitable
K2-37 b,0.9,0.1,1.547,50,0.1,0.9,1.8552,49,1.5501,non-habitable
K2-38 b,0.1,0.9,2.993,49,0.1,0.9,2.3277,49,2.9863,non-habitable
K2-38 c,0.8,0.2,1.8883,50,0.1,0.9,1.6977,49,1.8864,non-habitable
K2-42 b,0.9,0.1,2.0582,49,0.1,0.9,1.3888,49,2.0515,non-habitable
K2-46 b,0.9,0.1,1.9617,49,0.1,0.9,1.7044,49,1.9591,non-habitable
K2-47 b,0.9,0.1,1.8091,49,0.2,0.8,0.5847,49,1.7969,non-habitable
K2-48 b,0.9,0.1,2.1461,49,0.1,0.9,1.1245,50,2.1359,non-habitable
K2-49 b,0.9,0.1,1.8465,50,0.1,0.9,1.4447,49,1.8425,non-habitable
K2-50 b,0.9,0.1,1.5283,49,0.1,0.9,1.1089,52,1.5241,non-habitable
K2-53 b,0.9,0.1,2.4082,49,0.1,0.9,1.488,49,2.399,non-habitable
K2-54 b,0.9,0.1,1.1234,51,0.1,0.9,0.828,49,1.1204,non-habitable
K2-57 b,0.9,0.1,2.0107,49,0.1,0.9,1.219,53,2.0028,non-habitable
K2-58 c,0.9,0.1,1.5556,50,0.1,0.9,2.2,49,1.562,non-habitable
K2-58 d,0.9,0.1,1.6406,49,0.1,0.9,1.1838,49,1.636,non-habitable
K2-59 b,0.9,0.1,2.3162,52,0.1,0.9,1.1683,49,2.3047,non-habitable
K2-59 c,0.9,0.1,2.2067,49,0.1,0.9,1.3671,49,2.1983,non-habitable
K2-61 b,0.9,0.1,2.3881,49,0.1,0.9,3.1289,49,2.3955,non-habitable
K2-62 b,0.9,0.1,2.0481,49,0.1,0.9,1.5183,50,2.0428,non-habitable
K2-62 c,0.9,0.1,2.0481,49,0.1,0.9,1.1857,50,2.0395,non-habitable
K2-64 b,0.8,0.2,1.8947,49,0.1,0.9,1.6407,49,1.8922,non-habitable
K2-65 b,0.9,0.1,1.5196,49,0.1,0.9,1.329,49,1.5177,non-habitable
K2-66 b,0.9,0.1,2.3982,49,0.2,0.8,1.4829,50,2.389,non-habitable
K2-68 b,0.9,0.1,1.5196,50,0.1,0.9,1.3068,49,1.5175,non-habitable
K2-69 b,0.9,0.1,2.2254,51,0.1,0.9,1.1704,49,2.2148,non-habitable
K2-71 b,0.9,0.1,2.0582,49,0.1,0.9,1.0909,50,2.0485,non-habitable
K2-72 b,0.9,0.1,1.2524,49,0.1,0.9,0.9433,51,1.2493,non-habitable
K2-72 c,0.9,0.1,1.4086,49,0.1,0.9,0.7319,53,1.4018,non-habitable
K2-72 d,0.9,0.1,1.2149,49,0.1,0.9,0.8565,50,1.2113,non-habitable
K2-72 e,0.9,0.1,1.3523,52,0.1,0.9,0.6425,49,1.3452,mesoplanet
K2-73 b,0.9,0.1,2.3579,50,0.1,0.9,1.9942,50,2.3543,non-habitable
K2-74 b,0.9,0.1,2.2168,49,0.1,0.9,1.5002,49,2.2096,non-habitable
K2-77 b,0.9,0.1,2.378,49,0.1,0.9,1.6391,49,2.3706,non-habitable
K2-78 b,0.9,0.1,1.3711,49,0.1,0.9,2.3565,49,1.381,non-habitable
K2-80 b,0.9,0.1,1.9228,49,0.1,0.9,1.2904,53,1.9165,non-habitable
K2-80 c,0.9,0.1,1.4172,49,0.1,0.9,1.7385,49,1.4204,non-habitable
K2-81 b,0.9,0.1,1.7428,49,0.1,0.9,1.3552,49,1.7389,non-habitable
K2-83 b,0.9,0.1,1.2061,49,0.1,0.9,1.2533,49,1.2066,non-habitable
K2-83 c,0.9,0.1,1.4273,49,0.1,0.9,0.8969,49,1.422,non-habitable
K2-84 b,0.9,0.1,2.3162,52,0.1,0.9,1.9142,50,2.3122,non-habitable
K2-84 c,0.9,0.1,1.943,49,0.1,0.9,1.2258,53,1.9358,non-habitable
K2-85 b,0.9,0.1,0.995,49,0.1,0.9,2.0816,49,1.0059,non-habitable
K2-86 b,0.9,0.1,1.8753,49,0.1,0.9,1.5473,49,1.872,non-habitable
K2-88 b,0.9,0.1,1.1974,49,0.1,0.9,0.8875,49,1.1943,non-habitable
K2-89 b,0.1,0.9,0.7611,49,0.1,0.9,1.3193,50,0.7667,non-habitable
K2-90 b,0.9,0.1,1.9516,50,0.1,0.9,0.9511,50,1.9416,non-habitable
K2-90 c,0.9,0.1,1.0039,50,0.1,0.9,1.3172,49,1.007,non-habitable
K2-91 b,0.9,0.1,1.0781,49,0.1,0.9,1.2579,49,1.0799,non-habitable
K2-95 b,0.1,0.9,9.4762,50,0.1,0.9,1.1104,49,9.3925,non-habitable
K2-105 b,0.9,0.1,3.0185,49,0.1,0.9,1.7088,49,3.0054,non-habitable
Kapteyn b,0.9,0.1,1.5744,49,0.1,0.9,0.5201,50,1.5639,psychroplanet
Kapteyn c,0.9,0.1,1.7342,49,0.1,0.9,0.4251,49,1.7211,non-habitable
Kepler-4 b,0.9,0.1,3.1852,49,0.1,0.9,2.7849,49,3.1812,non-habitable
Kepler-9 d,0.9,0.1,1.7901,49,0.1,0.9,2.852,49,1.8007,non-habitable
Kepler-10 b,0.9,0.1,1.4214,49,0.2,0.8,1.6731,49,1.4239,non-habitable
Kepler-10 c,0.9,0.1,2.2269,49,0.1,0.9,1.1802,49,2.2164,non-habitable
Kepler-11 b,0.9,0.1,1.5191,49,0.1,0.9,1.5919,49,1.5198,non-habitable
Kepler-18 b,0.9,0.1,1.8381,49,0.1,0.9,2.2186,49,1.8419,non-habitable
Kepler-19 b,0.9,0.1,2.1274,49,0.1,0.9,1.6058,50,2.1222,non-habitable
Kepler-20 b,0.9,0.1,1.828,49,0.1,0.9,2.1156,50,1.8309,non-habitable
Kepler-20 c,0.9,0.1,2.5114,50,0.1,0.9,1.5303,49,2.5016,non-habitable
Kepler-20 e,0.9,0.1,0.857,53,0.1,0.9,1.6334,50,0.8648,non-habitable
Kepler-20 f,0.9,0.1,0.9862,49,0.1,0.9,1.188,52,0.9882,non-habitable
Kepler-21 b,0.9,0.1,1.5744,49,0.1,0.9,3.1553,49,1.5902,non-habitable
Kepler-22 b,0.9,0.1,2.2571,49,0.1,0.9,0.6758,49,2.2413,mesoplanet
Kepler-23 b,0.9,0.1,1.6219,49,0.1,0.9,2.1489,49,1.6272,non-habitable
Kepler-23 d,0.9,0.1,2.1531,49,0.1,0.9,1.8192,51,2.1498,non-habitable
Kepler-24 b,0.9,0.1,2.2571,49,0.1,0.9,1.9107,49,2.2536,non-habitable
Kepler-26 e,0.9,0.1,2.3162,50,0.1,0.9,0.8041,49,2.3011,non-habitable
Kepler-33 b,0.9,0.1,1.7155,49,0.1,0.9,2.5053,53,1.7234,non-habitable
Kepler-36 b,0.9,0.1,1.4697,49,0.1,0.9,1.8871,49,1.4739,non-habitable
Kepler-37 b,0.1,0.9,0.6639,49,0.1,0.9,1.077,49,0.668,non-habitable
Kepler-37 c,0.1,0.9,0.8038,49,0.1,0.9,1.0481,49,0.8062,non-habitable
Kepler-37 d,0.9,0.1,1.8566,49,0.1,0.9,1.0156,49,1.8482,non-habitable
Kepler-38(AB) b,0.9,0.1,3.9135,51,0.1,0.9,1.1795,49,3.8862,non-habitable
Kepler-42 b,0.1,0.9,0.8069,49,0.1,0.9,0.9772,49,0.8086,non-habitable
Kepler-42 c,0.1,0.9,0.7927,49,0.1,0.9,1.2839,49,0.7976,non-habitable
Kepler-42 d,0.1,0.9,0.7472,50,0.1,0.9,0.8295,49,0.748,non-habitable
Kepler-48 b,0.9,0.1,1.8004,49,0.1,0.9,1.8397,49,1.8008,non-habitable
Kepler-48 c,0.9,0.1,2.3769,49,0.1,0.9,1.522,49,2.3684,non-habitable
Kepler-48 d,0.8,0.2,1.7471,50,0.1,0.9,0.9859,53,1.7395,non-habitable
Kepler-49 d,0.9,0.1,1.5383,49,0.1,0.9,1.4388,49,1.5373,non-habitable
Kepler-49 e,0.9,0.1,1.5009,49,0.1,0.9,0.8261,49,1.4942,non-habitable
Kepler-50 b,0.1,0.9,2.7646,49,0.1,0.9,2.4336,49,2.7613,non-habitable
Kepler-50 c,0.9,0.1,2.646,49,0.1,0.9,2.2908,49,2.6424,non-habitable
Kepler-52 b,0.9,0.1,2.0395,49,0.1,0.9,1.136,49,2.0305,non-habitable
Kepler-52 c,0.8,0.2,1.6441,51,0.1,0.9,0.9007,51,1.6367,non-habitable
Kepler-52 d,0.9,0.1,1.8667,50,0.1,0.9,0.728,49,1.8553,non-habitable
Kepler-53 d,0.9,0.1,2.0294,53,0.2,0.8,0.9219,49,2.0183,non-habitable
Kepler-54 b,0.9,0.1,2.0395,49,0.1,0.9,1.0371,49,2.0295,non-habitable
Kepler-54 c,0.9,0.1,1.1974,49,0.1,0.9,0.8439,51,1.1939,non-habitable
Kepler-54 d,0.9,0.1,1.4634,50,0.1,0.9,0.7349,49,1.4561,non-habitable
Kepler-55 b,0.9,0.1,2.3679,49,0.1,0.9,0.9025,50,2.3532,non-habitable
Kepler-55 c,0.9,0.1,2.1461,49,0.3,0.7,0.2959,49,2.1276,non-habitable
Kepler-55 d,0.9,0.1,1.5283,50,0.1,0.9,1.6653,49,1.5297,non-habitable
Kepler-55 e,0.9,0.1,1.4908,52,0.1,0.9,1.3369,49,1.4893,non-habitable
Kepler-55 f,0.9,0.1,1.5283,49,0.1,0.9,1.0774,49,1.5238,non-habitable
Kepler-57 b,0.8,0.2,2.0562,49,0.1,0.9,1.6547,51,2.0522,non-habitable
Kepler-57 c,0.1,0.9,317.7254,49,0.1,0.9,1.8732,49,314.5669,non-habitable
Kepler-58 b,0.1,0.9,16.5263,49,0.1,0.9,2.1234,51,16.3823,non-habitable
Kepler-58 c,0.1,0.9,22.4705,49,0.1,0.9,1.9376,49,22.2652,non-habitable
Kepler-59 b,0.1,0.9,267.6888,49,0.1,0.9,2.1713,49,265.0336,non-habitable
Kepler-59 c,0.1,0.9,38.332,50,0.1,0.9,1.8227,49,37.9669,non-habitable
Kepler-60 b,0.9,0.1,1.5908,49,0.1,0.9,2.1534,49,1.5964,non-habitable
Kepler-60 c,0.9,0.1,1.6815,49,0.1,0.9,1.9962,50,1.6846,non-habitable
Kepler-60 d,0.9,0.1,1.7434,49,0.1,0.9,1.8399,49,1.7444,non-habitable
Kepler-61 b,0.9,0.1,2.0582,49,0.1,0.9,0.6735,51,2.0444,mesoplanet
Kepler-62 b,0.8,0.2,1.231,51,0.1,0.9,1.3974,49,1.2327,non-habitable
Kepler-62 c,0.1,0.9,0.7345,52,0.1,0.9,0.9925,49,0.7371,non-habitable
Kepler-62 d,0.9,0.1,1.8667,49,0.1,0.9,1.074,49,1.8588,non-habitable
Kepler-62 e,0.8,0.2,1.4864,50,0.1,0.9,0.6232,49,1.4778,mesoplanet
Kepler-62 f,0.9,0.1,1.3624,49,0.2,0.8,0.2978,49,1.3518,psychroplanet
Kepler-65 b,0.9,0.1,1.3624,49,0.1,0.9,3.0109,50,1.3789,non-habitable
Kepler-65 c,0.9,0.1,2.4464,49,0.1,0.9,2.4628,53,2.4466,non-habitable
Kepler-65 d,0.9,0.1,1.4547,49,0.2,0.8,1.0666,53,1.4508,non-habitable
Kepler-68 b,0.9,0.1,1.9782,49,0.1,0.9,2.1263,49,1.9797,non-habitable
Kepler-68 c,0.9,0.1,0.9217,49,0.2,0.8,0.8218,49,0.9207,non-habitable
Kepler-69 b,0.9,0.1,2.136,50,0.1,0.9,1.6214,49,2.1309,non-habitable
Kepler-69 c,0.9,0.1,1.6406,51,0.1,0.9,0.702,49,1.6312,non-habitable
Kepler-70  b,0.1,0.9,0.9817,50,0.2,0.8,3.98,49,1.0117,non-habitable
Kepler-70 c,0.1,0.9,0.9862,53,0.1,0.9,9.06,49,1.0669,non-habitable
Kepler-78 b,0.9,0.1,1.1698,50,0.1,0.9,3.2423,49,1.1905,non-habitable
Kepler-80 b,0.9,0.1,2.0248,50,0.1,0.9,1.3046,49,2.0176,non-habitable
Kepler-80 c,0.8,0.2,1.7681,49,0.1,0.9,1.1892,52,1.7623,non-habitable
Kepler-80 d,0.1,0.9,2.3252,50,0.1,0.9,1.7044,49,2.319,non-habitable
Kepler-80 e,0.9,0.1,1.4693,51,0.1,0.9,1.466,49,1.4693,non-habitable
Kepler-80 f,0.9,0.1,1.1974,53,0.2,0.8,1.0981,50,1.1964,non-habitable
Kepler-81 c,0.9,0.1,2.3579,49,0.2,0.8,0.6738,50,2.3411,non-habitable
Kepler-81 d,0.9,0.1,1.1786,49,0.1,0.9,0.8567,49,1.1754,non-habitable
Kepler-82 d,0.9,0.1,1.6968,49,0.2,0.8,1.2501,50,1.6923,non-habitable
Kepler-82 e,0.9,0.1,2.3679,49,0.1,0.9,1.9549,49,2.3638,non-habitable
Kepler-83 b,0.9,0.1,2.2456,49,0.1,0.9,1.0964,49,2.2341,non-habitable
Kepler-83 c,0.9,0.1,1.8566,53,0.1,0.9,0.869,49,1.8467,non-habitable
Kepler-83 d,0.8,0.2,1.7767,49,0.1,0.9,1.2606,49,1.7715,non-habitable
Kepler-84 b,0.9,0.1,2.1072,49,0.1,0.9,1.8889,49,2.105,non-habitable
Kepler-84 c,0.9,0.1,2.3061,49,0.1,0.9,1.7171,49,2.3002,non-habitable
Kepler-84 d,0.9,0.1,1.3349,49,0.1,0.9,2.1499,50,1.343,non-habitable
Kepler-84 f,0.9,0.1,2.1072,49,0.2,0.8,0.6904,49,2.093,non-habitable
Kepler-85 b,0.9,0.1,1.9777,53,0.1,0.9,1.685,49,1.9748,non-habitable
Kepler-85 c,0.9,0.1,2.159,49,0.1,0.9,1.5132,49,2.1525,non-habitable
Kepler-85 d,0.9,0.1,1.1698,49,0.1,0.9,1.2317,49,1.1704,non-habitable
Kepler-85 e,0.9,0.1,1.2337,49,0.1,0.9,1.1281,49,1.2326,non-habitable
Kepler-89 b,0.1,0.9,2.0485,49,0.1,0.9,2.9068,49,2.0571,non-habitable
Kepler-90 b,0.8,0.2,1.231,49,0.1,0.9,1.9293,49,1.238,non-habitable
Kepler-90 c,0.8,0.2,1.1303,50,0.1,0.9,1.7563,49,1.1366,non-habitable
Kepler-92 b,0.9,0.1,3.2738,49,0.1,0.9,2.058,49,3.2616,non-habitable
Kepler-92 c,0.9,0.1,2.0387,49,0.1,0.9,1.5227,50,2.0335,non-habitable
Kepler-92 d,0.9,0.1,1.9804,49,0.1,0.9,1.3517,50,1.9741,non-habitable
Kepler-93 b,0.9,0.1,1.4529,49,0.1,0.9,1.9622,49,1.458,non-habitable
Kepler-95 b,0.9,0.1,2.7069,49,0.1,0.9,1.8145,49,2.698,non-habitable
Kepler-96 b,0.9,0.1,2.2345,49,0.1,0.9,1.4328,50,2.2265,non-habitable
Kepler-100 b,0.1,0.9,3.0147,49,0.1,0.9,2.2577,51,3.0071,non-habitable
Kepler-100 d,0.9,0.1,1.4273,49,0.1,0.9,1.3206,49,1.4262,non-habitable
Kepler-101 c,0.9,0.1,1.2887,50,0.1,0.9,2.1927,49,1.2977,non-habitable
Kepler-102 b,0.1,0.9,3.2072,49,0.1,0.9,1.4533,50,3.1897,non-habitable
Kepler-102 c,0.1,0.9,10.5028,50,0.1,0.9,1.4794,49,10.4126,non-habitable
Kepler-102 d,0.1,0.9,1.5929,49,0.1,0.9,1.2623,49,1.5896,non-habitable
Kepler-102 e,0.9,0.1,2.0096,50,0.1,0.9,1.1481,49,2.001,non-habitable
Kepler-102 f,0.1,0.9,0.9159,49,0.1,0.9,0.8957,50,0.9157,non-habitable
Kepler-105 c,0.1,0.9,1.8999,49,0.1,0.9,1.9868,50,1.9008,non-habitable
Kepler-106 b,0.9,0.1,0.7338,49,0.1,0.9,1.667,50,0.7431,non-habitable
Kepler-106 c,0.9,0.1,2.1916,49,0.1,0.9,1.5833,49,2.1855,non-habitable
Kepler-106 d,0.1,0.9,7.3385,49,0.1,0.9,1.4134,50,7.2792,non-habitable
Kepler-106 e,0.8,0.2,1.9519,49,0.1,0.9,1.1416,50,1.9438,non-habitable
